genre,artists,basket_size
vaporwave,"['YOUTH 83', 'Color Theory', 'D/A/D', 'George Clanton', 'Ace Buchannon', 'Oneohtrix Point Never', 'Sarah Norman', 'Ollie Wride', 'Lucy In Disguise', 'Dana Jean Phoenix', 'De Lorra', 'Phaun', 'Nikki Simmons', 'Outer Limits Recordings', 'King Quartz', 'AnTgry', 'Killstarr', 'Nick Hexum', 'Lost Years', 'FIBRE', 'Nitemoves', 'Duett', 'Vantage', 'FM Attack', 'Droid Bishop', 'TV Players', 'Night Tempo', 'TANUKI', 'Arcade High', 'Dan Mason ダン·メイソン', 'sunnbrella', 'Swindail', 'Games', 'Phaserland', 'Michael Oakley', 'Makeup And Vanity Set', 'FM-84', 'Amherst', 'Nikmis', 'Com Truise', 'Robert Parker', 'Perturbator', 'Lavera', 'Cosaquitos En Globo', 'Powernerd', 'Trushinitas', 'Tsundere Alley', 'Le Matos', 'Gent Mason', 'Sunset Neon', 'Gunship', 'Neon Nox', 'OX7GEN', 'Scandroid', 'Skylar Spence', 'Tonebox', ""death's dynamic shroud"", 'Kalax', 'Harrison', 'Waveshaper', 'CYBEREALITYライフ', 'Miami Nights 1984', 'Airbird & Napolian', 'Driver', 'Javarnanda', 'Le Cassette', 'Hotel Pools', 'GHOST DATA', 'Noedell', 'whyetc', 'Maximum Love', 'Mikazuki BIGWAVE', 'Castle Carousel', 'Yung Bae', 'Dance With the Dead', '3D BLAST', 'valyri', 'Daniel Deluxe', 'Absinth3', 'Macross 82-99', 'Fire-Toolz', 'ev.exi', 'Chieko', 'Casa del Mirto', 'Tendencies', 'glue70', 'Tomppabeats', 'luxury elite', 'Blank Banshee', 'Surfing', 'Hatena', 'Android52', 'Desired', 'Pop Up!', 'Eagle Eyed Tiger', 'Trevor Something', 'Memorex Memories', 'FrankJavCee', 'Shiro Schwarz', 'James Ferraro', 'Giant Claw', 'W O L F C L U B', 'Tima', 'Timecop1983', 'Sunglasses Kid', 'Falconite', 'Juno Dreams', 'Whitewoods ', 'マドロスMERCURY', 'Mitch Murder', 'Flamingosis', 'SloFevero', 'Neon Vectors', 'サクラSAKURA-LEE', 'The Midnight', 'PYLOT', '２８１４', 'Slick Slazenger', '18 Carat Affair', 'Lazerhawk']",120
variété française,"['Amel Bent', 'Christophe', 'Johnny Hallyday', 'Patricia Kaas', 'Daniel Lavoie', 'Roch Voisine', 'Clara Luciani', 'Les Enfoirés', 'Sophie-Tith', 'Kimberose', 'Mylène Farmer', 'Bruno Pelletier', 'Vanessa Paradis', 'Camélia Jordana', 'Soan', 'Sacha Distel', 'M. Pokora', 'Tété', 'Laurent Voulzy', 'Patrick Fiori', 'Anggun', 'Corneille', 'Grégory Lemarchal', 'Claude François', 'Charles Aznavour', 'Alliel', 'Bernard Lavilliers', 'Henri Salvador', 'Vianney', '-M-', 'The Bash', 'Hubert-Félix Thiéfaine', 'Arthur H', 'L.E.J', 'Lio', 'Cœur De Pirate', 'Assia', 'Joe Dassin', 'Françoise Hardy', 'Les Fatals Picards', 'Aöme', 'Florent Pagny', 'Lara Fabian', 'Dany Brillant', 'Garou', 'Renaud', 'Jacques Brel', 'Dionysos', 'Kids United Nouvelle Generation', 'Axelle Red', 'Dave', 'Yannick Noah', 'Chimène Badi', 'Yves Jamait', 'Lorie', 'Florent Mothe', 'Gilbert Bécaud', 'Nino Ferrer', 'Angèle', 'Giedre', 'Mort Shuman', 'Étienne Daho', 'Izïa', 'Elsa', 'Louane', 'Sinsémilia', 'TAL', 'Tina Arena', 'Serge Gainsbourg', 'Mickey 3d', 'Superbus', 'Tom Frager', 'Benjamin Biolay', 'Saez', 'Leonie', 'Nâdiya', 'Céline Dion', 'Les Charlots', 'Indochine', 'Louis Bertignac', 'Thomas Dutronc', 'BB Brunes', 'Julien Doré', 'Zazie', 'Brigitte Bardot', 'Barbara', 'Dominique A', 'Annie Cordy', 'Stephan Eicher', ""Shy'm"", 'Isabelle Boulay', 'Aliocha Schneider', 'Sheila', 'Jane Birkin', 'L5', 'Yves Montand', 'Matmatah', 'Nolwenn Leroy', 'Olivia Ruiz', 'Bilal Hassani', 'Poupie']",101
vietnam indie,"['Mia', 'Suboi', 'NÂN']",3
vietnamese bolero,"['Pups Superstars', 'Small World', 'Kids Superstars']",3
vietnamese hip hop,"['Tez', 'Mia', 'Sea', 'Suboi', 'NÂN']",5
vietnamese lo-fi,"['demxntia', 'NÂN']",2
villancicos,"['John Henry Hopkins', 'Gumpoldskirchner Spatzen', 'Wiener Symphoniker', 'Vjekoslav Sutej', 'José Feliciano', 'José Luis Perales', 'Steven Mercurio', 'Raya Real', 'The Bad Seeds', 'Ene Kantak', 'David Bisbal', 'Luther Henderson', 'Katherine Davis']",13
vinahouse,"['Galck', 'Damien N-Drix', 'Kenshin', 'Paul Kold', 'JEN', 'Tez', 'Sasari']",7
visual kei,"['ANTHEM', 'YOHIO', 'BLOOD', 'Madmans Esprit', 'Spectrum-X', '12012', 'BRIDEAR', 'BUCK-TICK', 'HIGH and MIGHTY COLOR', 'UNDEAD CORPORATION', 'a crowd of rebellion', 'GACKT', 'NOCTURNAL BLOODLUST', 'DazzlingBAD', 'the GazettE', 'Bespa Kumamero', 'MIYAVI', 'GLAY', 'GALNERYUS', 'HER NAME IN BLOOD', 'HYDE', ""D'espairsRay"", 'OUTRAGE', 'Abingdon Boys School', 'BOØWY', 'Gpkism', 'LUNA SEA', 'LAST ALLIANCE', ""D'ERLANGER"", 'YOSHIKI', 'X-RAY', 'HANABIE.', 'DADAROMA', 'lynch.', ""L'Arc-en-Ciel"", 'DAZZLE VISION', 'LADYBABY', 'Seikima-II', 'Unlucky Morpheus', 'X JAPAN', 'DEAD END', 'Versailles', 'DEXCORE', 'VAMPS', 'Matenrou Opera', 'Kuroyume', 'NIGHTMARE', 'The Last Rockstars', 'ONMYO-ZA', '44MAGNUM', '9mm Parabellum Bullet']",51
vocal jazz,"['The John Pizzarelli Trio', 'Katherine Naomi Katz', 'Sarah DeLeo', 'Ben Sidran', 'Madeline Eastman', 'Holly Cole', 'Ellen Andersson', 'Sarah McKenzie', 'Larry Garenadier', 'The Four Freshmen', 'Elizabeth Shepherd', 'Andy Bey', 'Vic Damone', 'Patrik Boman', 'Nina Bradlin', 'Somi', 'Chungsun Kim', 'Nancy Wilson', 'Anthony Strong', 'José James', 'Beverly Kenney', 'Tony Kadleck', 'Veronica Nunn', 'Leslie J. Tomkins', 'Dave Frishberg,Dave Frishberg', 'Alex Pangman', 'Silje Nergaard', 'New York Voices', 'Andrea Ingrid Schultz', 'Robin Mckelle', 'Peter Appleyard', 'Chiara Civello', 'Joe', 'Melissa Walker', 'Gabrielle Stravelli', 'Ellis Larkins', 'Astrud Gilberto', 'Lisa Bassenge', 'James Morrison', 'Xin M. Zhao', 'Freddy Cole', 'Avril Brown', 'Diana Krall', 'Cande y Paulo', 'Alan Broadbent', 'Victoria Hart', 'Irene Kral', 'Andy Simpkins', 'William Galison', 'George Treadwell & His All-Stars', ""Friend 'N Fellow"", 'Toxic Audio', 'Matt Dusk', 'Elisabeth Kontomanou', 'Krister Lundkvist', 'Martin Pizzarelli', 'Carol Welsman', 'Sean Mason', 'Al Jarreau', 'Nancy King', 'Ingram Washington', 'Nina Simone', 'Don Nelson', 'Emmaline', 'Amina Claudine Myers', 'Cheryl Bentyne', 'Sarah Vaughan', ""The Hi-Lo's"", 'Barbara Morrison', 'Kat Gang', 'Sara K.', 'Melody Gardot', 'Aaron Diehl', 'Gene Krupa Big Band', 'Gloria Lynne', 'Peggy Lee', 'Mary Foster Conklin', 'Ola Bengtsson', 'Carmen McRae', 'Beady Belle', 'David Linard', 'The Delta Rhythm Boys', 'Tierney Sutton', 'Roberta Gambarini', 'Take 6', 'Peter Grant', 'Youn Sun Nah', 'Kurt Elling', 'Alan Bergman', 'Maria Anadon', 'Emilie-Claire Barlow', 'Carmen Lundy', 'Emily Sage', 'Branford Marsalis', 'm-pact', 'Mildred Bailey & Her Swing Band', 'The Williams', 'Ann Hampton Callaway', 'Steve Tyrell', 'Esperanza Spalding', 'Lennie Hayton & His Orchestra', 'Jacqui Dankworth', 'Rigmor Gustafsson', 'Esteve Pi', 'Mildred Bailey', 'Pamela Luss', 'Mitsue Takayama', 'Nancy LaMott', 'Anders Johnsson', 'Connie Lansberg', 'Molly Johnson', 'Catherine Russell', 'Irvin Mayfield', 'Diane Schuur', 'Tom Baker', 'Sue Raney', 'Jean Frye Sidwell', 'Barbra Lica', 'Curtis Stigers', 'Chantal Chamberland', 'Bernadette Seacrest adn her Provocateurs', 'Gilbert Milstein', 'Morgana King', 'Ivie Anderson', 'Thomas Fonnesbæk', 'The Bobs', 'Ellas Kapell', 'Ida Sand', 'Buddy Cole & His Orchestra', 'Ray Charles', 'Michael Franks', 'Karin Plato', 'Teddi King', 'Ksenia Parkhatskaya', 'Wesla Whitfield', 'John Pizzarelli', 'Helen Merrill', 'Jeremy Brown', 'Dan Chmielinski', 'Cassandra Wilson', 'Terell Stafford', 'Leo Sidran', 'Harry Connick, Jr.', 'Martina DaSilva', 'Vanessa Rubin', 'Luciana Souza', 'Kelly Mittleman', 'Matt Home', 'Jamie Cullum', 'Dave Barbour Trio', 'Staci Griesbach', 'Veronica Martell', 'Alexis Cole', ""Anita O'Day"", 'Joe Williams', 'Karen Karlsrud', 'Josh Berkeley', 'Dicken Hedrenius', 'Janet Seidel', 'Nnenna Freelon', 'Kevyn Lettau', 'Leah Ashton', 'Sirintip', 'Kathleen Saadat', 'Diahann Carroll', 'Dena DeRose', 'Sara Lazarus', 'Randy Lyght', 'Count Basie', 'Charley Drayton', 'Etta Jones', 'The Sidecar Trio', 'Lisa Matricardi', 'Alicia Olatuja', 'Melissa Meell', 'King Pleasure', 'Hugh Coltman', 'Here It Is', 'Jon Regen', 'Diana Panton', 'Dakota Staton', 'Les McCann Ltd.', 'Lyn Stanley', 'The Manhattan Transfer', 'Spencer Day', 'Emma Nabarro-Steel', 'Peter Malick', 'Andy Ezrin', 'Suss von Ahn', 'Daryl Sherman', 'Hailey Tuck', 'Mandy Barnett', 'Michael Feinstein', 'Ray Ellis And His Orchestra', 'Evan Johnson', 'Alex Tremblay', 'Ron Tooley', 'Charles Power', 'Cyrille Aimee', 'Annie Ross', 'Katherine Nagy', 'Stacey Kent', 'Tok Tok Tok', 'Gabi Hartmann', 'Ran Blake', 'Karrin Allyson', 'Rebekka Bakken', 'Dave Chamberlain', 'The Mike Greensill Octet', 'Irene Atman', 'The Swingle Singers', 'Ray H. Kennedy', 'Lisa Ekdahl', 'Brian Newman', 'Josh Nelson', 'The Gary McFarland Orchestra', 'Teddy Wilson', 'Lennart Ricard', 'Dorothy Dandridge', 'Amanda Carr', 'Frida Öhrn', 'Jane Monheit', 'George Shearing Quintet', 'Diane Hubka', 'Joya Sherrill', 'Stacey G. Shames', 'Joseph Bongiorno', 'Carla Helmbrecht', 'Isabella Lundgren', 'Allison Wheeler', 'Ella Fitzgerald and Her Savoy Eight', 'Josephine Philip', 'Alfred V. Brown', 'Monica Mancini', 'Diego Figueiredo', 'Joe Pass', 'Linda Ciofalo', 'Joan Crowe', 'Joan Chamorro', 'akiko', 'Lorez Alexandria', 'Monica Zetterlund', 'Ruth Cameron', 'Carol Duboc', 'Ian Shaw', 'Ray Bryant', 'Josh Morrison', 'Karen Souza', 'Patti Cathcart', 'Nat King Cole', 'Mary Cleere Haran', 'Billy Eckstine', 'Gene Puerling', 'Jeanne M. LeBlanc', 'Diane Marino', 'Tony Tedesco', 'John Parricelli', 'Graham Harvey', 'Jesse Rivest', 'Tuck & Patti', 'Valerie Joyce', 'Jimmy Scott', 'Manhattan Jazz Quartett', 'Denise King', 'Johnny Hartman', 'Ashni', 'Gretchen Parlato', 'Laverne Butler', 'Jazzmeia Horn', 'Joanne Gilbert', 'Chet Baker', 'Peter Cincotti', 'Luciano Mosetti', 'Malia', 'Clifford Brown All Stars', 'Heather Rigdon', 'Jaimee Paul', 'Julie Wilson', 'Lauren Henderson', 'The Marty Paich Orchestra', 'Patty Waters', 'Hailey Brinnel', 'Gail Pettis', 'Susannah McCorkle', 'Chris McNulty', 'Samantha Schultz', 'The Crown Project', 'Mose Allison', 'Helen Schneider', 'Sanford W. Allen', 'Martin Agee', 'Erin Boheme', 'Ranee Lee', 'Claire Martin', 'Anjani Thomas', 'Julie London', 'Mabel Mercer', 'George', 'Adam Grabois', 'Lisa Sokolov', 'Simone Kopmajer', 'Gilbert Millstein', 'Angela DeNiro', 'Jeri Southern', 'Stephanie L. Cummins', 'The Three Sounds', 'Lucy Yeghiazaryan', 'Sinne Eeg', 'Lynn Bush', 'April Barrows', 'Annie Sellick', 'Jim Tomlinson', 'The Boswell Sisters', ""Jim O'Connor"", 'NYC Jazz Quartett', 'Jesse Levy', 'Max Ellen', 'Oscar Brown, Jr.', 'Sofija Knezevic', 'Sue Tucker', 'Sophie Milman', 'Ernie Andrews', 'Zara McFarlane', 'Heather Masse', 'Helen Humes', 'Etta James', 'Kenneth Burward-Hoy', 'Lori Williams', 'Nils Landgren', 'Barry Ries', 'Bobby Troup', 'Laura S. Oatts', 'Clare Teal', 'Muriel Zoe', 'Blossom Dearie', 'Abbey Lincoln', 'Maria Luiza', 'Nicki Parrott', 'Fay Claassen', 'Bill Charlap', 'The Real Group', 'Laurin Talese', 'Reginald Veal', 'Shirley Horn', 'Sony Holland', 'Rudi Martin', 'Dinah Washington', 'Kandace Springs', 'John Stevens', 'Elizabeth Lim-Dutton', 'Bria Skonberg', 'radio.string.quartet.vienna', 'Dee Dee Bridgewater', 'Alina Engibaryan', 'Frank Sinatra', 'Jeff Goldblum & The Mildred Snitzer Orchestra', 'Jackie Paris', 'Lisa Bassenge Trio', 'Romain Collin', 'Tony DeSare', 'Buddy Bregman Orchestra', 'Keely Smith', 'Katharine Timoney', 'Elisabeth Melander', 'Ella Fitzgerald', 'Lee Wiley', 'Susan Wong', 'Kevin Mahogany', 'VARITDA', 'Harold Jones', 'Nat King Cole Trio', 'Billy Butterfield And His Orchestra', 'Ernestine Anderson', 'Jimmy Rushing', 'Madeleine Peyroux', 'Dave Frishberg', 'Maxine Sullivan', 'Tony Bennett', 'Groove For Thought', 'Moss', 'Lambert, Hendricks & Ross', 'Indra Rios-Moore', 'Pete Brown', 'Jimmy Carroll & His Orchestra', 'Juliet Haffner', 'Julianna Raye', 'Daniel Karlsson', 'Barb Jungr', 'Lorraine Feather', 'Little Jimmy Scott', ""Meredith d'Ambrosio"", 'Billy Stritch', 'Connie Evingson', 'Philippe Powell', 'Judy Niemack', 'Lou Bring', 'Halie Loren', 'Caity Gyorgy', 'Christy Baron', 'Anna Gréta', 'Camille Harris', 'Renee Olstead', 'Laura & Anton', 'Hilde Louise Asbjørnsen', 'Louis Armstrong', 'David Gazarov', 'Wayne Andre', 'Nicki Richards', 'Jenny Evans', 'Billy Kyle and His Trio', 'Jacqui Naylor', 'Rebecka Törnqvist', 'Delicatessen', 'Eileen Farrell', 'June Christy', 'Jacintha', 'Sylvie Lewis', 'Pasquale Grasso', 'Mark Murphy', 'Antonia Bennett', 'Joy Bryan', 'Samara Joy', 'Solveig Slettahjell', 'Lizz Wright', 'Rick S. Dolan', 'Nicole Henry', 'Malene Mortensen', 'Klas Lindquist', 'Inger Marie Gundersen', 'Hadda Brooks', 'Gordon Jenkins Orchestra And Choir', 'Nashi Young Cho Jazz Quartett', 'Torsten Goods', 'Rosana Eckert', 'Marilyn Scott', 'Eliane Elias', 'Billie Holiday', 'Cæcilie Norby', 'Rasmus Kihlberg', 'Håkon Kornstad', 'Viktorija Pilatovic', 'Sixth Wave', 'Karin Krog', 'Rachelle Ferrell', 'Dianne Reeves', 'Sandy Kastel', 'Magnus Fritz', 'Veronica Swift', 'Ali Jackson', 'Alice Carreri', 'Margareta Bengtson', 'Wally Stott & His Orchestra', 'Dinah Shore', 'Sammy Davis Jr.', 'George Gaffney', 'Sheila Jordan', 'George Duvivier', 'Sonny Burke & His Orchestra', 'Lyambiko', 'Douglas W. Romoff', 'Yotam Ishay', 'Stephanie Nakasian', 'Gregory Porter', 'Jessica Pilnäs', 'Joel Evans & Friends', 'Carolyn Leonhart', 'Vanisha Gould', 'Tammy Weis', ""Dave's True Story"", 'Lucy Ann Polk', 'Lena Horne', 'Maxine L. Roach', 'Carol Sloane', 'Sara Gazarek', 'Orna', 'Benny Benack III', 'Térez Montcalm', 'Judy Wexler', 'Andrea Motis', 'Nikki Yanofsky', 'Giacomo Gates', 'Jamison Ross', 'Bobby Short', 'Gabriela Anders', 'Eddie Jefferson', 'Kat Edmonson', 'Laura Fygi', 'Sachal Vasandani', 'Lina Nyberg', 'Anna Lauvergnac', 'Betty Carter', 'Jeanette Lindström', 'Kitty Margolis', 'Belinda Whitney-Barratt', 'Mina Agossi', 'Red Norvo & His Orchestra', 'The Mike Greensill Quartet', 'Viktoria Tolstoy', 'Bob Dorough', 'Faith Gibson', 'Emma Smith', 'Massimo Faraò Trio', 'Adam Blackstone', 'Belford Hendricks', 'Chris Connor', 'Susie Arioli', 'Christopher Bruce', 'The Singers Unlimited', 'Ethel Ennis', 'Rachael & Vilray', 'Marie Antoinette', 'Mel Tormé', 'Bucky Pizzarelli', 'Laura J. Seaton', 'George Shearing', 'Cécile McLorin Salvant', 'Champian Fulton', 'Rosemary Clooney', 'Raul Midón', 'Matt Skelton', 'Ethel Waters', 'Camila Meza', 'Lindsey Webster', 'The Kentones', 'Lara Louise', 'Patricia Barber', 'Orquestra Simfònica Del Vallès', 'Eva Fernández', 'Peter Nordahl Trio', 'Janiece Jaffe', 'Russell Hall']",531
vocaloid,"['DIMELIFE', 'thquib', 'GUMI', 'Amatsuki', 'TeddyLoid', 'livetune', 'FUZI', 'Will Stetson', 'biz', 'Neru', 'KANKAN', 'KAITO', 'Megurine Luka', 'Avanna', 'sasalasa', 'Mcki Robyns-P', 'Lollia', 'Mizu', 'Sou', 'weevildoing', 'Kradness', 'Vane Lily', 'KOTOKO', 'Ghost and Pals', 'Rev Jones', 'BIGHEAD', 'Yono', 'INABAKUMORI', 'sasakure.UK', 'KANAKO', 'Master Andross', 'Lauren Estes', 'Utsu-P', 'KZ', 'Ocelot', 'Nero', 'IA', 'Maya', 'Mitchie M', 'Anamanaguchi', 'wowaka', 'SOLARIA', 'ODDEEO', 'Camellia', 'MAI', 'Panaman', 'JubyPhonic', 'Abnerxd', 'Crusher-P', 'crafTUNER', 'CircusP', 'Satsuki ga Tenkomori', 'Hatsune Miku', 'tommy.', 'Giga', 'KIRA', 'Rachie', 'nostraightanswer', 'Trickle']",59
west coast hip hop,"['Luni Coleone', 'Paris', 'Volume 10', '11/5', 'Jewell', 'JT The Bigga Figga', 'Swoop G', 'E-40', 'C.M.L.', 'MC Eiht', ""Knoc-Turn'al"", 'Mausberg', 'Casual', 'Joe Cooley', 'Mack 10', 'RBL Posse', 'Nipsey Hussle', 'Sicx', 'E.D.I. Mean', 'N2DEEP', 'South Central Cartel', 'B-Real', 'Domino', 'Tha Liks', '2Pac', 'Saafir', 'Shock G', 'Crips', 'DJ Quik Featuring Nate Dogg', 'Tweed Cadillac', 'Hi-C', 'Def Jef', 'Polyester the Saint', 'Playa Hamm', 'Ant Banks', 'Suga-T', 'KXNG Crooked', 'Makaveli', '3X Krazy', 'The Lady Of Rage', 'Lil Flip', 'Mr. Capone-E', 'Bobby Ervin', 'Pac-Man', 'BFAP', 'FM Blue', 'Nate Dogg', 'CJ Mac', 'C.P.O.', 'N.W.A.', 'WC', 'Storm', 'Money B', 'Traci Nelson', 'Fredwreck Nassar', 'Young Soprano', 'The Jacka', 'J. Stalin', 'X-Raided', 'MC Breed', 'Andre Nickatina', 'Kid Frost', 'Dilated Peoples', 'Tash', 'Poppa LQ', 'Jay Worthy', 'Droop-E', 'Tha Alkaholiks', 'Daz', 'Young Noble', 'Att Will', 'The Conscious Daughters', 'Mista Grimm', 'D.O.A', 'Black C', 'King Tee', 'Above The Law', 'DFC', 'Dolla Will', 'Wanz', 'Luniz', 'Cypress Hill', 'Maylay', 'Lil 1/2 Dead', 'Kaveo', 'RBX', 'Boo-Yaa T.R.I.B.E.', 'Hittman', 'DEFARI', 'Ron-de-vu', 'D-Shot', 'T-K.A.S.H.', 'Bishop Lamont', 'Kendrick Lamar', 'O.Z.', 'ICE-T', ""Rappin' 4-Tay"", 'Big Tray Deee', ""Compton's Most Wanted"", 'Freestyle Fellowship', 'J. Stone', 'K-Dee', 'Celly Ru', 'Soopafly', 'Anita McCloud', 'Proper Dos', 'Apsci', 'Warren G', 'The Coup', 'Yung Bruh', 'DJ Battlecat', 'G Perico', 'Outlawz', 'Yo-Yo', 'Big Wy', 'Lil Bruce', 'Poohman', 'Kurupt', 'Allfrumtha I', 'Mitchy Slick', 'Miscellaneous', 'Lil C-Style', 'The Up All Nite Crew', 'Brotha Lynch Hung', 'Glasses Malone', 'Equipto', 'Mac Mall', 'Hollow Tip', 'Mac Dre', 'Dove Shack', 'The Mossie', 'Xzibit', 'Celly Cel', 'Lewis King', 'Kokane', 'Suga Free', 'Anotha Level', 'Stresmatic', 'Lil Blood', 'Gangsta Dresta', 'The Pharcyde', 'Dubee', 'Da Lench Mob', '2nd II None', 'G.P.', 'Mr. Short Khop', 'Tajai', 'Coolio', 'E MOZZY', 'Drakeo the Ruler', 'Richie Rich', 'Sam Sneed', 'Gonzoe', 'Shade Sheist', 'Twinz', 'San Quinn', 'Jayo Felony', 'Guce', 'Messy Marv', 'Thug Life', 'Seagram', 'Bloods & Crips', 'TeeCee4800', 'Young Ed', 'LaToya Williams', 'Lil Eazy-E', 'Kausion', 'Snoop Dogg', 'Murs', 'Ice Cube', 'Too $hort', 'The Click', 'The Game', 'DJ Quik', 'Arabian Prince', 'TRU', 'The Velvet Orchestra', 'C-Bo', 'Tha Dogg Pound', 'Brownside', 'Cydal', 'B-Legit', 'Madd Hatta', 'The D.O.C.', 'JasonMartin', 'Young Dre', 'Foesum', 'Mistah F.A.B.', 'Turf Talk', 'Digital Underground', 'Hardini', 'Hieroglyphics', 'Young Gotti', 'The Nonce', 'Bad Azz', 'B.G. Knocc Out', 'Guerilla Black', 'Cold 187um', 'RC P.A.P', 'Tray Deee', 'Dominique Gonzales', 'Keak Da Sneak', 'Spice 1', 'Baby Stone Gorillas', 'E-White', 'Squeak Ru', 'Body And Soul', 'Mad CJ Mac', 'Rodney-O & Joe Cooley', 'C-PO', 'Young Cellski', 'DJ Yella', 'Butch Cassidy', 'Frost', 'Roscoe', 'Chunk', 'Daz Dillinger', 'Big Chan', 'Philthy Rich', 'Kg Smokey', 'Tha Chill', 'Lighter Shade Of Brown', 'Big TC', 'Tha Eastsidaz', 'Clyde Carson', 'Mr. Doctor', ""Chris O'Bannon"", 'Westside Connection', 'Yukmouth', 'Dru Down', 'MC Ren', 'Ras Kass', 'Nump', 'Ralfy the Plug', 'Slip Capone', 'Sean T', 'Jason Schweitzer', 'Wc And The Maad Circle', 'Priest ""Soopafly"" Brooks', 'Goldie Loc', 'Nancy Fletcher', 'Dutch', 'Kam', 'Spider Loc', 'Rodney O', 'Mr. Kokane', 'Tray Dee', 'Eazy-E', 'Rick Rock', 'AMG', 'A$Ton Matthews', 'Sean Cruse', 'King Lil G', 'Dr. Dre', 'Trench Coat Killah', '415', 'Aceyalone', 'Big Syke', 'Dezzy Hollow']",259
witch house,"['Public Memory', 'Holly Stell', 'Soft Metals', 'powwowW', 'Aura Shred', 'Shlohmo', 'Tim Schaufert', 'GHXST', 'Easter', 'CULTTASTIC', 'Kap Bambino', 'Madi Larson', 'oOoOO', 'Labyrinth Ear', 'Yes Alexander', 'Heimanu', '∆aimon', 'Terence Fixmer', 'Goo Munday', 'GRXGVR', 'IC3PEAK', 'Sematary', 'Lorn', 'Austra', 'Shedfromthebody', 'Ghost Mountain', 'CASHFORGOLD', 'AFTERMYFALL', 'Secular Ghost', 'Alice Glass', 'Witch of the Vale', 'Summer Of Haze', 'Kasl Lur', 'Mssingno', 'harmony haven', 'Pholo', 'Gazelle Twin', 'MISOGI', 'TR/ST', 'Zola Jesus', 'SET', 'Nciku', 'Ennja', 'Mutrix', 'iwilldiehere', 'Sidewalks and Skeletons', 'Fraunhofer Diffraction', 'Lost Outrider', '64Revolt', 'Alia Fay', 'Fatima Al Qadiri', 'Eera', 'Circleain', 'R. Missing', 'CREEPYMANE', 'AM/WAS', 'Dark0', 'Kontravoid', 'Brothel', 'ELHIXIR', 'Hante.', 'iamamiwhoami', 'White Ring', 'Light Asylum', 'DenDerty', 'ESA (Electronic Substance Abuse)', 'Vestron Vulture', 'Crim3s', 'Holy Other', 'Sublab', 'Girl Pusher', 'Blank Dogs', 'Øfdream', 'LXST CXNTURY', 'barnacle boi', 'Zamilska', 'hentai boys', 'Ginseng', 'WRCKTNGL', 'Youth Code', 'The Synthetic Dream Foundation', 'Witchouse 40k', 'Zomby', 'Love Potion', 'The Soft Moon', 'Abbi Press', 'Vacant', 'SALEM', 'xxyyxx', 'akiaura', 'kittyangel', 'LOVELORN DOLLS', 'Kellbender', 'Mr.Kitty', 'Purity Ring', 'Murkish', 'Tropic of Cancer', 'Virgo', 'Pastel Ghost', 'vowl.', 'Balam Acab', 'Ritualz', 'HEALTH', 'botanical anomaly', 'Skeler', 'Pictureplane', 'Rayless', 'Salem', 'Crystal Castles', 'Sleep ∞ Over']",110
